"login";"name";"email";"codeChurn";"codeChurnClientFiles";"commits";"commitsClientFiles";"commitsImportLibrary";"imports";"daysBetweenImports";"daysSinceLastImport";"daysSinceFirstImport";"avgDaysCommitsClientFiles";"avgDaysCommitsImportLibrary";"projects";"projectsImport";"survey"
"05a1aa60ff8d3c6dba7009c1013fe07d";"M. J . ";"bceea9512613ea03455eff097c006895";13;5;2;1;0;0;;;;410;;1;0;5
"d0b691bee565c561ce81b75578c95e7c";"P . ";"09f813dea28f3fd9b3350b6a54c7c395";8;8;1;1;0;0;;;;775;;1;0;4
"954de9aad7067ab9714eefa1cdf84657";"J. F . ";"531f3da23fd520fca976e7b328f19508";10;10;2;2;0;0;;;;613;;2;0;1
"96bb3ee208a2fa936c92c0511130a044";"N. V. D. W . ";"02b61209a982a969e8fcd167c1540de0";2;2;1;1;0;0;;;;422;;1;0;4
"6d4e8320d27b05cb231e42bb96232605";"M . ";"1b56cc5159a07e4eee8f819c1a2557e9";127;108;8;6;0;0;;;;136.166666666667;;3;0;4
"4d92a0c45a40b164b78b176d4b00e8da";"Z . ";"2e35649105f6af153ef72939ef284a7c";2;2;1;1;0;0;;;;235;;1;0;4
"e3101f2cb023f6ed91c2adb9c08bbeed";"N. V . ";"d5ec542fb318a9b18e3617ff41e163e9";69;69;1;1;1;23;0;356;356;356;356;1;1;3
"57e84421c23a057e778321fc886443ef";"D. L . ";"0c1d7987b1837ea6e3158cdc6d11aea4";82;82;5;5;0;0;;;;182.2;;5;0;4
"5a9b63d7debdfb43a3acbb141d318466";"A. H . ";"f9c501c82a852cdb671c2db0c58a8218";836;217;12;6;2;6;5;819;824;137.166666666667;412;3;1;4
"307edd2ed0106143ee1cc9c617ae2ab0";"N . ";"3bc2e8fdb79eeae04fa01867b3666331";863;776;33;14;1;2;0;207;207;34;207;5;1;4
"ee69b615701f53a3e9427505abf17c8a";"A. P . ";"96e218c50bc2c9c0afb19ced54b87d16";16910;9237;725;274;81;191;1259;26;1285;4.71897810218978;15.641975308642;8;7;4
"6d4a97424a612c384bdc009253e59324";"N . ";"082074f45af9b8a9dda984bc66b0f80c";264;160;13;8;0;0;;;;77.625;;5;0;4
"990dca63d7783601ae03a9955c1a1aba";"Ã . ";"9c603970b928d08a04ba0f0de523c610";4;4;1;1;0;0;;;;705;;1;0;4
"e2508f0c4f61e0ce660194126498f8c0";"D . ";"c208b80351df8ab577108c792b22994f";1272;23;5;1;0;0;;;;224;;4;0;5
"10ca426774f3ff11ae0bf33ed6a87b7c";"O. J. A . ";"d97317c84e6f6bbccb2732b619648c03";600;568;21;11;2;8;147;255;402;36.5454545454545;201;6;2;3
"67eae0b6bd8b18ab545b5b13c7e56712";"O . ";"c7fc9eee61d15190efcddf8e5bcaabeb";2;2;1;1;0;0;;;;1034;;1;0;1
"db344a30bcb0f9b7bebf856d5d1b3590";"O. B . ";"58eeafbbaa3b08f9c9595d9984d542c3";174;174;3;2;1;38;0;368;368;254.5;368;1;1;4
"0c337463d81b946942ede6658303b10d";"A. S . ";"da3cfd1f231bc77a6250b6672fe41880";2;2;1;1;0;0;;;;205;;1;0;5
"f76e25cc345d9c204a9039430fd57f5b";"P. B . ";"413951691da5b1b9ea482465c7926b6b";2;2;1;1;0;0;;;;215;;1;0;5
"cfd3b6fdcdd710c7cc3bc4fa1c76c233";"P. B . ";"50ffe86a93dd782848f5dd1191b2b355";8;8;1;1;0;0;;;;197;;1;0;3
"6273c48170e26be4dfd468b53c2cd101";"P. A . ";"c4c685400d1cd64d0a36d507e7d35029";320;318;10;6;1;1;0;231;231;42;231;4;1;3
"898566a2a1f5ae42db22034aee555ba4";"P. K . ";"628904ce8a37864c1b6ee26cb6d0335b";648;201;6;3;1;4;0;484;484;267.666666666667;484;2;1;4
"cd58f3cbbf749d58f8a98ffc1782259e";"P . ";"be5a9d0f2f8f4385a2dde78ca059c5f0";8914;1478;35;11;2;8;197;187;385;34.6363636363636;192;4;2;4
"1fb1861a6e081a10c425bf770761e285";"P. K . ";"dd93cc478e97209f61ca4edbd377e054";10;10;3;2;0;0;;;;283;;2;0;4
"aa9c31341c3db5b3241654484a9373fe";"E. M . ";"0a575331499e79c9a12622851acc160f";2;2;1;1;0;0;;;;571;;1;0;3
"2278db7e7f1771b6782afe2aceda2d2d";"P. D . ";"37d29aabeb8846f128ee07b344369c05";12;12;3;2;0;0;;;;293.5;;2;0;4
"f7bc3a80f4881d628e9daa491bed43fe";"D. P . ";"b0ec709ae1671baad90c9f525dc7b268";957;596;40;19;0;0;;;;36.3157894736842;;2;0;4
"f0fac18173ff55bf9896c1ab6ccd3660";"M. B . ";"7d028be7620e61392a8ebac30f8f1d0b";1913;1531;26;20;5;14;114;107;222;10.9;44;2;2;1
"655c04c1b8d8f1cba27e8b433133257e";"P. R . ";"15b26a9c6a810377ada06a74bd010c92";27;27;3;1;0;0;;;;462;;1;0;1
"5533551114704b95f8384f18833ea44b";"R. O . ";"72c1523618a1c20aef94d7e55cdd84db";214888;73958;123;47;19;107;457;857;1314;27.7659574468085;69;7;2;4
"c03f2f634fcc043135f4b7edce95d703";"C. F . ";"2fd982df89c3c697c487514796393bc5";114;113;5;4;0;0;;;;210.25;;2;0;4
"18d4627b4b706ff2b85be5cac5e2d418";"R. S . ";"7a0e72a6f55811246bb5d9a946fd2e49";1760;1015;45;31;2;7;366;308;674;24.4838709677419;337;4;2;4
"5454273f876e599d74db832481807ee3";"W. O . ";"3d58bab92b2165d78b9d325085a75702";7830;3160;17;3;2;88;31;172;203;67.6666666666667;101.5;6;2;4
"ee3894c7801f82547eb53328b8f2e519";"R. K . ";"542cdd44e6c6c33f6548564b94b39786";27752;25042;134;41;23;93;834;161;996;24;42.9130434782609;9;6;4
"59f68da75bc59ea429ea8c9f07d1d3a1";"A. S . ";"278c047a62b83bb77812fc18b47c423e";77838;16824;1564;419;42;58;884;230;1115;2.42959427207637;26.1190476190476;3;3;3
"e46b6faec73b765e35174cf2a958cf1b";"R. L . ";"0344e455b215e625121074b1ffd0b822";8675;1239;126;34;2;2;438;167;606;22.0588235294118;302.5;9;2;3
"bba6b2f58434e8255781a72c53a7678e";"R. B . ";"71120e525a8b177bbe690caf54464425";50978;37262;90;34;16;85;428;695;1124;32.8529411764706;69.8125;8;6;3
"a6be52e3e80cca9fd7196ed12fe38ebc";"R. S . ";"14bb9f5f2ff3dc5d8119a820b6f533c8";25;25;3;3;0;0;;;;274;;1;0;3
"e7451b86139b51ed7dca869a3ce5f714";"A. B . ";"b52dc592deed95d9871a48a05c0d0771";491;141;4;3;1;1;0;613;613;204.666666666667;613;2;1;3
"2560b17019cb6d24a38d9aa4756457b0";"T. D. K . ";"44fd538566f14dab0c84b4878cb8b6a7";2207;2143;12;10;3;5;290;413;703;103.5;234.333333333333;5;2;4
"459c7bbf104163eafa511ccadd1486a9";"L. M . ";"7feb6f36a6b750315e7fb540e1ab501a";70996;5249;132;41;14;76;595;112;708;16.9512195121951;49.9285714285714;8;4;4
"54f101241def8371d03ed91b867cb541";"A. V . ";"bca93b6f23e754fc5082789092e75b42";107074;15436;671;351;49;104;481;255;737;1.90598290598291;14.5714285714286;7;2;5
"84065a299e744572a4f70a91afde93cd";"R. L . ";"3375f795a02ff49fd904bc5a15dcdf99";13;13;3;3;0;0;;;;86;;2;0;3
"906cb4a032f37da5d15ebf47d1c5d4ca";"R. L . ";"70123f2cb4af0d0b414ae9c4827fdf33";20642;20642;13;5;2;3;918;129;1047;242;523.5;5;2;1
"d6e2325efd3a64f672032822d3343bd2";"R. W . ";"30e26944b9b786ea16fce8b18394c6e4";24;6;2;1;0;0;;;;416;;2;0;1
"5280f8fbff3fe38c289c67f7e8f91c0f";"R. M . ";"9031e1385569a0ba5cb616b62e8c6522";64;64;1;1;0;0;;;;808;;1;0;4
"fbb2abd67e122902b6afe4afbf09b718";"R . ";"92e21b5e73977356e0ee435e8ab589af";4;4;3;2;0;0;;;;537;;3;0;3
"d14616b260d9ba43e97f56ec4b6341ab";"S . ";"027d1ebf66cc039a0bd3b55eeadbe75d";918120;301888;5347;3183;826;3674;742;45;788;0.173107131636821;0.843825665859564;20;10;3
"b176ffcac07cb323742d3c670efac811";"R. S . ";"3b8bba8e4d461799dc4dee3c33937267";827;447;5;2;2;5;37;775;813;406;406;1;1;1
"6b85eca68c582b3efedcd0a8cdb0d6db";"S. C . ";"efa56c55368f88e7d10d528258ce191c";24;14;1;1;0;0;;;;343;;1;0;5
"ed7a13e6e23d9e72b7802dd27798729e";"S. P . ";"59f4e328391df5c3430aaeddd3be24dd";53975;10682;1046;199;47;86;751;16;767;3.61809045226131;15.936170212766;21;18;4
"821fa25d66c7ca30adba5dbc2aa49bb8";"A. V . ";"c9aee8e16b4283a3bb5a2c6ec8d77437";39;39;6;4;2;3;217;769;986;253.25;493;3;1;2
"c98e709c9cbc9a0ef7288af671a0685a";"S. V . ";"27ccbcad20a1d9c6c4497d265426bc1b";30855;20848;243;131;56;258;304;4;308;2.48091603053435;5.21428571428571;31;22;4
"dae36dccfedaab8c60fb5e8d8832e13d";"D. B . ";"83f0dfaa266dff4c90e90b451e988ccd";88614;35203;873;367;100;347;1006;39;1046;2.52588555858311;9.99;12;8;4
"71730fe6c18d76d140298e217092cd4d";"G. S . ";"3ed49e7505e15a5564bc5008d7953055";105;56;13;3;0;0;;;;341;;2;0;4
"2865d4b2cf1b3da3a7b60d581620462e";"S . ";"fedd415688c77bd644a97c924685ee1f";6;6;2;2;0;0;;;;356.5;;1;0;4
"0a1666d0f44cea29a872ef0d9ad947cc";"D . ";"b8fcd865eb67daf86b441039abb9323e";29985;10316;191;100;45;124;1114;15;1129;10.87;24.6666666666667;12;6;2
"eb583145426b1a2fa9cc9fbc395ebf24";"S. M . ";"2cd3c6586f719bc64a324e8bf2d74333";34;5;1;1;0;0;;;;339;;1;0;2
"83322e3152a7e0ff01981f63244e5c4c";"S . ";"5c4cbb38511384a704651fcd31bfa828";76;14;5;1;0;0;;;;217;;1;0;5
"3f2ee5fb0d8171e7b7e3c60ded34db63";"R. S . ";"34481b1414dafff115c1e4ee39df92a5";17;14;1;1;0;0;;;;294;;1;0;3
"d3760aee523f6fbb63bf60f200845d73";"A. D . ";"8826cc1b75b5d7796f3b38a474123647";719;719;4;4;1;2;0;831;831;207.75;831;2;1;5
"2b37c64c154a2e58e5edc4ebdc53e97b";"S. C . ";"81f203f7e99aba911db3a7a6a16bfba1";14323;6312;15;3;3;5;27;196;224;74.3333333333333;74.3333333333333;1;1;4
"9dcf3bfddab7158a369012d8a4d90567";"S . ";"b11cedf8c13e019a5201b0572279cabd";836;510;5;5;2;10;183;816;999;199.4;499.5;3;2;3
"722694c040033e9b448424efa12f3836";"A. B . ";"fc631a7482e4e41ad6169f6d7852b78b";14;14;4;4;0;0;;;;140;;1;0;4
"eff8d899532de44f8a60c92ce84028e8";"J. Z . ";"476003b2404a2967a73ff0c6bdd7a4e4";134;12;16;4;0;0;;;;102;;2;0;2
"2ced4838113cda829bb5156450698aa8";"S . ";"fcb8c0a2b99e4f7eada29957c4c65486";4282;553;149;10;2;5;25;272;298;30.1;148.5;2;1;5
"807f4d38887c0685d86811abcb572414";"N. G . ";"ff10af32935a46f5132013af19bda7d1";26532;3623;744;95;14;31;673;18;692;6.96842105263158;49;19;11;5
"66519ee473491b0da0915216057f1df5";"L. D . ";"6bed54e8d46e731d53de1d0677c3ac0f";199;10;3;1;0;0;;;;424;;1;0;2
"b49b31ad2fc33777fd17da1451e2f49e";"S. D . ";"c288cc774a8676e21806a79ea137e725";65447;18937;183;137;74;292;681;268;949;6.74452554744526;12.5540540540541;17;16;4
"1bc1f86fcebab2b7b1240bfe8df7eab0";"S . ";"1172815be337db64ccf7148b724ebd88";382;382;45;20;2;2;1;270;271;30.4;135.5;1;1;3
"e98f68832ae5b9c5bbe211482070cdbd";"S . ";"13a28fac985c11eb7f40169be7da32f4";2043;924;19;10;4;29;248;259;508;50.3;126.5;1;1;4
"614f85df20cc97b8ebe342348ccbdb72";"S. P . ";"205d1f700e9d83fc7a5b522abab43c00";8;8;3;3;0;0;;;;66.3333333333333;;1;0;1
"92345f2e1ea1a486e4f0d5fb6d6e3268";"S . ";"3c1b1cfe012c1e8e0536376daf868c38";32427;14486;658;296;92;169;306;24;331;1.06756756756757;3.3804347826087;11;9;4
"7ac6ef9a889eb07a59ed0fa54fe3f3ae";"I. K . ";"bb9f4ee1a60c0f32015790aa2fb68017";3365;2665;10;7;2;13;441;11;453;93.1428571428571;226;6;2;4
"f952c41644a092e7cab3e1a8a8f3db5e";"S. Z . ";"3f32141107418b31f7140e5e159b7cc3";52041;4804;194;102;38;170;513;191;705;6.77450980392157;18.3157894736842;15;12;5
"d5268eee30f1cc9e10cb9003f7b0e7c6";"R. L . ";"20e5d0163632b17832e8eeb81ba2d57d";274955;7393;120;49;12;94;263;762;1026;20.530612244898;85;3;2;5
"07251b972ad175641962a8b13dad3932";"S . ";"9b6bd6c1e31fbef38c88d50fdcd81f20";900;398;154;11;0;0;;;;50.1818181818182;;5;0;3
"864d66d8250ceee59a7af8d8cd535d6a";"S . ";"f0850ea0b5f8900a8f93c884496d10b9";177;44;11;3;0;0;;;;209;;3;0;3
"190b68b7f3181860ae497380dd06b703";"T . ";"256030b9463e6bb12ab12ae2539caa74";31275;5;1;1;1;1;0;895;895;895;895;1;1;5
"28fbd930d7500028348025c1adc48187";"T. F . ";"1f74da929f259c8de8efe463501a15b0";10;8;4;2;0;0;;;;344.5;;1;0;1
"de01ed78f370d4e9e5d64d5abc615f02";"Y. T . ";"f381a98fe726605007fec2351e8f0780";5216;2952;50;27;15;55;81;591;672;24.4444444444444;44.3333333333333;5;3;4
"a35521d7191c407d9ccfc198d34905bd";"P. M . ";"c0d8ba99aa203b51aaa4cf9409696768";4;4;1;1;0;0;;;;317;;1;0;4
"f41ce9c977f358a79b3cde5648037676";"E. S . ";"b76f6e92d9fc0690e6886f7b9d4f32da";31358;26650;215;136;32;243;623;3;627;4.25;19.125;9;3;4
"53fa6e61c464f3abf1ddf93c9e51e92d";"T . ";"2553faf8fc18c04ca7aa3dc6ed4b24de";2007;1421;18;12;1;1;0;202;202;72;202;2;1;5
"5587e182634fa9562c89c5141f4a2ec0";"T. A . ";"5158e7c46e70e8b83fb2da8c13b22c4e";8;8;1;1;0;0;;;;499;;1;0;4
"29290fe8881097e70948f6ed20cffdef";"T. J . ";"ea68240d1604f38f795d274e2aa59790";941;626;15;9;2;3;29;976;1005;113;502.5;1;1;2
"30aaabeced747ee04db5b1cc08913fa1";"N. P . ";"77ee489d9f0ed93d349bff980cfe7b33";168;9;3;3;0;0;;;;85.3333333333333;;1;0;4
"66352f99bb58afa99d98d9d4a7055aef";"T . ";"a806041ced72fe98169f371b9546881c";16;2;5;1;0;0;;;;679;;2;0;5
"f6ac619feec5b1a42a37d2d43c808a6d";"M. T . ";"52b95a52ae2415d4b8353db4c127c953";180;154;1;1;1;6;0;488;488;488;488;1;1;4
"1e2b6a66e85c1aeab134890e32e072da";"T . ";"9e1f4cdd174b3efbfe6f79dcbd93a81f";2;2;1;1;0;0;;;;977;;1;0;3
"a702e53497290a300257fe1dc4eca17e";"I. S . ";"b6b1df5e15fe89ca4c391dfcd33e43b6";260;174;19;4;0;0;;;;249;;3;0;5
"52222d4fcaeb322463709046c5d13e1b";"D. O . ";"f6c9e0866f76ecc6b6043c89352c5a0d";343843;1329;48;32;6;9;542;340;882;27.1875;146.666666666667;6;3;5
"0ede8ea89aea63e0d90fd74de6316a85";"B. C . ";"6dcfe7cf5aebcb227de62a4b71e615cc";19875;10448;192;89;30;175;331;25;357;3.76404494382022;11.4666666666667;16;10;5
"2b29edad41d9224fa4df6937a244c4ae";"T. S . ";"40b3a11ca855a07ec74db8c1be060146";4889;1149;24;10;6;23;363;180;544;54.3;90.5;8;3;4
"d24f66d9136b04b31097984903ea3544";"T. S . ";"1eb030396c281f65fc34e91b5b1310e2";4;4;1;1;0;0;;;;744;;1;0;4
"1640c086538dcfc95a59dcff9eb94391";"J. K . ";"eaa2a332ce1f0d28cd5159aba027fff2";45;45;3;2;1;1;0;96;96;261;96;1;1;3
"c76e6e4873a9818f133cc85740886b15";"J. J . ";"9ffe49fd76290e9c6b685f28817d604d";27549;27;15;3;2;4;1;608;609;203;304.5;1;1;1
"4a6d42e1438912e91329a538750b400f";"T. B . ";"3a66051c5a3383379a53942f7abb472d";64;58;4;2;0;0;;;;152;;3;0;4
"fdf995a3eaac3a0f7f55175a379765dc";"V. Å . ";"8bde87905af6a7c06c6c4fc8f32c71ca";2920;2308;22;14;8;132;862;48;910;64.7857142857143;113.625;8;5;4
"c1aabc16137b9632acdc2fe20b1d95de";"V. L . ";"4d6d5b1e4c93eb27028d2b792c46a9a3";11;11;1;1;0;0;;;;738;;1;0;3
"1e861d75a6a51fb559ce09987df96966";"V. V . ";"b055380e415861c6ac6ab4ddf3024e8b";169;143;3;2;0;0;;;;71;;2;0;3
"313e968a9e65e60dfda0a238f6f6531a";"V. B . ";"6c08692421e47101121f64edb5176e77";6242;3089;98;38;21;61;694;50;745;23.6578947368421;35.2380952380952;6;4;4
"1266f9111ca7166e98437c45f99553bd";"V. R. D. S . ";"9c8ccbdaba6c24e79a5f68aaf058f522";2;2;1;1;0;0;;;;768;;1;0;2
"75574b730b79d36dd15c681d577ccb31";"V. P. ( . ";"cdc7d832beb4395ddadee62d653b879a";53132;10771;143;62;18;70;781;28;810;12.6935483870968;44.5555555555556;9;6;5
"8716cf24fa0e434d65638e1e341a695d";"V. B . ";"d155b43db9378d74e2e08826972f02d9";549;385;37;8;1;5;0;872;872;130.5;872;4;1;4
"2a9f0f9d6a4e9881b4300631bfec235c";"C. W . ";"8d4643514b9305ce3ac289288adb0b85";39;12;2;1;0;0;;;;502;;1;0;4
"6519e589883a65d367913d704c480cd4";"X . ";"f056eb0ee543b1c74f287f139869d39e";120;70;3;2;1;1;0;250;250;124.5;250;1;1;3
"0f37e9c9bef0694808b6f310983f4714";"Y . ";"49ab14257e149296a63e15107a2f4721";2209;840;3;1;0;0;;;;506;;2;0;4
"f994ed47891112d96f5ca994e9d0a839";"A. L . ";"bf71cb74fc30a417be576c509d8853fc";16090;12123;148;101;19;33;391;231;623;5.88118811881188;32.3684210526316;3;1;3
"bd70ffab6c37c187adbe9c509f4381c0";"Y . ";"2c2ac954ab6c293c1db459f7930132de";4313;1446;37;8;1;12;0;596;596;81.25;596;1;1;3
"60ce481afeecff6c040ed12d3823ad1e";"Y. P . ";"afff78ee9aad74c9c498ead3c82e6ce9";22344;1402;30;22;10;23;511;303;814;36.8181818181818;81.1;6;2;2
"ade279f5a5acefc9acb84b204ae1eb5a";"Z . ";"859a7fc312f6eadb6460317d9b946a66";6;6;1;1;0;0;;;;281;;1;0;3
"e4265ab06ddf78bbeadb5cb96779f2fa";"Z . ";"472d63211685ed1edd99c482f8375c40";1;1;1;1;0;0;;;;455;;1;0;4
"926286f0b7ccafd6da3bcf6860f3a01a";"G. A . ";"8a3cea0c13410200b4f72c2c2fee50f3";107827;3044;117;50;15;47;682;17;700;13.64;46.2666666666667;12;5;4
"f34955de393867ce1024076ebbab9f72";"A . ";"8c122f131349fc6a0d16a1f26e4a8f63";11;9;2;2;0;0;;;;306.5;;1;0;1
"07cedd6d2e2f9375aa6bdebeb62648cf";"A. I . ";"00d83e911818137c024ff0c6643cc23c";68;68;1;1;1;1;0;283;283;283;283;1;1;4
"2e0868531bfff37e7a3f2a4ab096b544";"A . ";"2fcb1755f2d23d89624d1b30343a061b";34955;34671;14;13;2;18;0;215;216;26.8461538461538;107.5;3;2;3
"4cbe21c9523d9f384e0beece80774cf8";"A. C . ";"020713e789a145d8165a82a948a07499";2;2;1;1;0;0;;;;407;;1;0;4
"bf556b0f6b39165555a576bd74cc6ffa";"A. B . ";"8cc19db9b902e773f8911a52a69057e5";2;2;1;1;0;0;;;;220;;1;0;4
"285b6141cd7722ea914ce8912161bad3";"A. M . ";"b92227ab97b133265f3c3ceedf5de058";2;2;1;1;0;0;;;;559;;1;0;4
"6f984a835ff5f284a41c081f72a40e83";"A. K . ";"49f4297846f70d6c070b0b604dd99175";334;8;4;1;0;0;;;;316;;3;0;4
"a8400c17848510ddb1254e5c478a4dad";"A. B . ";"e1d507ac50bb21b3ad3f14a29f3c4a23";16;16;1;1;0;0;;;;600;;1;0;5
"9664003be7b076b06562b675c847dd4b";"A . ";"da83a034cd125b9952154c7fc89783f4";18012;15948;2;1;1;3;0;747;747;747;747;2;1;3
"30ae21a9152f45eafcea72be9be5ab87";"A. B . ";"c9c457d65567b030e12747bac1c53a5f";54;4;2;1;0;0;;;;782;;1;0;4
"3afc257a563a3b5e5756e68f3f06a1ff";"A . ";"4ffbc5cb597682d1b158a74117f1ca95";35;34;4;3;0;0;;;;104.666666666667;;1;0;4
"029d0c213d6e9fcab2f7d7c0a24614e7";"A . ";"1483499f107ea488ed5d911cdb5681d5";3;3;1;1;0;0;;;;263;;1;0;2
"87c6d1810fdcf55c45b5f138d14d184a";"A. C . ";"ee18738c63ff567831e86ba6db49bfc6";20689;20608;5;3;1;2;0;994;994;333.666666666667;994;4;1;4
"9ce19a9b5e5eb5fcae2ba361220eb0b1";"T. A . ";"54f4150d3094618932b365cb98a7c7ed";46800;44095;493;454;101;236;597;199;797;1.52202643171806;7.5049504950495;1;1;3
"d2056e11e333bc92ef1495625083cef6";"A. R . ";"4d574942e2627e5a01262657dda8a299";992;744;12;4;0;0;;;;313.25;;2;0;1
"9bcbb3b57535083f179ee0b666971068";"A. P . ";"131ac78607cb262047277c47a43ea0e5";222748;121222;160;88;19;91;971;100;1071;11.9545454545455;56.0526315789474;13;6;3
"b1cf62392df70b443ef7be162ca1ed39";"A. G . ";"227db551ebbfb8fca6bc4aa06696552b";7;7;1;1;0;0;;;;196;;1;0;4
"7c765cb79f51450686a85f8f2c2347f6";"A. B . ";"7673b731d144182841948ece35379d1b";634;505;15;13;3;18;1;125;126;20.6923076923077;42;3;1;4
"d6eafc0e0cd4d52ce82ac259dff61031";"A. C . ";"b9289fe5b858396401d2c086e9ca292e";4;4;2;1;0;0;;;;657;;2;0;2
"97e871b5870d5b88efbe1ff517b7a4cc";"A. S . ";"704279ff71b971ffceacc00235824242";11;11;2;2;0;0;;;;537.5;;1;0;3
"f9813ed8583d079b2627dff498d62dfc";"A. D . ";"eae72da3aee23f9a839cdf450e284349";576;193;7;3;1;3;0;198;198;65.6666666666667;198;2;1;4
"dd87957b3cc4e718e68d03f2dea9c8cd";"J. R . ";"3c19fdab1bc2e8572cb1ba7709beb066";4015;1150;13;8;5;34;38;23;61;65.5;11.8;5;4;4
"307a3972b6b23d455c04587cace1309d";"A. L . ";"9da5b5d20753ae06747fb8babf20c4b1";1461;1180;2;2;1;5;0;316;316;158;316;1;1;3
"717756119303a0a036b274e28a590a4d";"A . ";"1e55388412f2e7596d0b6225b93e28c0";11401;6213;186;114;39;96;568;59;627;5.24561403508772;15.7435897435897;9;7;4
"f0357a3f154bc2ffe2bff55055457068";"A. F . ";"9ec9dfbee7ba3d1e3591a3218e5ab120";4306;2972;229;132;19;29;544;686;1231;8.90909090909091;64.2105263157895;7;5;4
"86f77c0464714f9441182007ee311bee";"A. G . ";"4fbb3098af38b7c4f5b6844b276a587b";113;111;3;1;0;0;;;;515;;2;0;5
"6ac8cbd34decac9b4c4891477b1a23bd";"B. A . ";"9a6c7b69486a811956cef24d24072461";5436;3078;56;20;9;42;79;745;825;40.95;91.3333333333333;1;1;4
"b886412d003b324825755f7c48d86208";"A. T . ";"57e9a4a65a684d0440cc24315be2e646";308;308;8;7;1;1;0;319;319;46.2857142857143;319;1;1;3
"e1f14ffcd0d01115d0f9a3b027dc4e2e";"A. V . ";"3462bba9b26e49bf86eb1b819b23e423";12805;11172;112;104;27;39;434;214;649;7.78846153846154;23.5925925925926;1;1;3
"323d21169097647d8f81ef0e86ce8a09";"A. A. B . ";"b9f0a22d46300b4a4ad0c7def8140cc5";2;2;1;1;0;0;;;;349;;1;0;3
"bca182deb8581595acfaa1e96aecad28";"A. B . ";"ca76a0ef3baefbfdb732f95222a80345";15818;690;41;12;3;3;11;761;773;67.1666666666667;257;1;1;3
"2ce51de02357e09f34b6ec49b2766556";"A. J . ";"e65d670a976d22edf1327b9519556a9e";1982;1783;97;36;12;18;371;5;376;10.2222222222222;31;10;8;5
"f002e7b474a6b44019e0d1b34de98b53";"A. K . ";"57d5dc5bcad3770643c073e4af86abda";380;366;4;3;1;4;0;321;321;164.333333333333;321;1;1;4
"39e0b6aba7f0710d4a5865f5a4d4a5ac";"A. K . ";"5eb80746dca9a75f1324a40c78be0df3";169;12;8;1;0;0;;;;773;;1;0;4
"bd2956a73ccd0f4942fe3ab292c888fa";"A. K . ";"12dc5f8d43569335c93ff37dfc13bf8f";30;30;4;4;0;0;;;;276.5;;2;0;4
"23f9b7c1671e34da163c20ba7d2b6cbc";"A. R. S . ";"da61a1bb464ab4d681c1211ae0219b6a";84860;5231;247;111;45;114;905;217;1122;9.87387387387387;24.5555555555556;12;8;5
"b175abb8c7e9bda2ed444a2087989b7e";"A. R . ";"f44f1f43094a89a47291c2add1ec815e";4248;2754;41;20;10;39;259;182;441;21.7;43.7;6;4;5
"24bca265575b6afc1a69eb18db226748";"A. S . ";"2788a639158b1c3c8c62f636ec9ef73a";2991;530;72;13;4;17;131;694;826;63.2307692307692;206.25;8;2;5
"cec8352c64ed49d67e28bce284aacb6f";"A. E . ";"5fd51cc10318273c7846a415463b24d7";1756;882;59;20;4;12;246;122;369;31.2;92;9;4;4
"86c9dbd1367d6d4eb28aa79a953c9715";"A. T . ";"0718efe0aae51096d77c2565d6464827";203575;167395;79;45;27;167;388;21;410;8.86666666666667;14.8518518518519;15;11;3
"747af5d446ac5a57f8dcaf57f78217db";"A. B . ";"63ad587e48bcfba61a43950ddbc47d61";7482;3137;39;23;13;67;484;100;584;25;44.6153846153846;5;4;4
"c700b40681aa467563def0d6ee93d407";"A . ";"7c4ef7f91cdd7e90ad79b586692b1ba9";15;15;4;4;0;0;;;;182.75;;1;0;4
"c57c0a8a4b118b481956fee88c3148d1";"A . ";"75cfca7ad389df37ac37c76bc0e5fb9d";1555;1499;10;8;4;18;90;181;271;33.5;67.5;4;2;4
"c3f8016d1dacaa32c570b8ae0876fe08";"A . ";"fad114df8ca7bd491c93512f316034d7";9845;9099;13;12;6;77;6;237;243;20.0833333333333;40.3333333333333;3;2;2
"ebb608a48a5c39e26199c34e3ea15f53";"A . ";"069777b2398aeae7a3c53fefb645db24";491;196;3;3;0;0;;;;147;;1;0;4
"4818c0b80c1e1f2e7bae63264bd6917c";"A. B . ";"5dab3d6d55e84c7185db7f176a934317";83;83;3;3;0;0;;;;176.666666666667;;1;0;3
"6fa3b8e1426d130af40087bd70afe5ab";"K . ";"f7bd92f1676ff0095cb73702046ae504";17593;11474;242;105;25;79;862;407;1269;11.752380952381;50.28;15;6;4
"2d6af7eec5c84c49493c60020dff3e68";"A . ";"59ac842207632e942967cf64b6553e69";4;4;1;1;0;0;;;;364;;1;0;4
"db127994ba057b813042b182b6b8e7c0";"A. L . ";"5e7b5c8f18818bbead8a2093c5ca300d";211761;177460;95;21;3;7;26;1140;1167;55.2380952380952;388.666666666667;6;1;4
"ec0048c7d6b5a11cdb261b71a813eff3";"H . ";"02d9123b4e217d650d9595bf11e97997";5;5;2;1;0;0;;;;577;;1;0;3
"9281a450accba5123c74f5b6de334a37";"A. S . ";"eb3b60a65e3f623c31d49dd05b625462";547;372;23;14;0;0;;;;49;;1;0;3
